hour,day,t_db_C,t_wb_C,w_oa_kgkg,rh,ghi_Wm2,occ,q_total_kW,q_sensible_kW,q_latent_kW,q_oa_kW,shr
6789,282,25.7,25.45,0.02057,0.98,0.0,0.05,946.69,411.7,535.0,439.17,0.435
6790,282,25.8,25.55,0.02067,0.98,0.0,0.05,953.85,413.54,540.31,444.96,0.434
6791,282,26.0,25.74,0.02093,0.98,0.0,0.05,972.08,418.92,553.17,458.3,0.431
6792,283,26.0,25.22,0.02007,0.94,0.0,0.05,927.7,418.02,509.68,424.02,0.451
6793,283,25.9,25.39,0.02038,0.96,0.0,0.05,939.6,413.97,525.63,435.0,0.441
6794,283,25.8,25.55,0.0207,0.98,0.0,0.05,951.33,409.95,541.38,445.81,0.431
6795,283,25.8,25.55,0.02072,0.98,0.0,0.05,951.71,409.26,542.45,446.65,0.43
6796,283,25.9,25.64,0.02084,0.98,0.0,0.05,960.81,411.94,548.87,453.31,0.429
6797,283,25.9,25.64,0.02084,0.98,0.0,0.05,960.35,411.48,548.87,453.31,0.428
6798,283,25.4,25.15,0.02022,0.98,0.0,0.05,911.79,394.68,517.11,420.27,0.433
6799,283,25.0,24.24,0.01888,0.94,0.0,0.05,830.37,380.91,449.46,360.55,0.459
6800,283,25.1,24.34,0.01897,0.94,19.0,0.525,1671.23,894.95,776.28,580.88,0.536
6801,283,25.1,24.34,0.01897,0.94,80.0,1.0,2557.97,1459.77,1098.2,795.74,0.571
6802,283,25.0,24.11,0.01863,0.93,147.0,1.0,2604.97,1539.99,1064.97,762.69,0.591
6803,283,25.0,24.11,0.01863,0.93,202.0,1.0,2674.97,1610.0,1064.97,762.69,0.602
6804,283,25.4,24.5,0.01911,0.93,240.0,1.0,2790.78,1678.92,1111.86,818.34,0.602
6805,283,25.9,25.13,0.01993,0.94,258.0,1.0,2918.51,1727.66,1190.85,906.05,0.592
6806,283,26.3,25.52,0.02044,0.94,254.0,1.0,2984.12,1743.34,1240.78,964.41,0.584
6807,283,26.3,24.99,0.01956,0.9,230.0,1.0,2868.46,1712.96,1155.5,888.51,0.597
6808,283,26.3,24.58,0.01891,0.87,186.0,1.0,2748.93,1656.87,1092.06,832.05,0.603
6809,283,26.3,24.02,0.01801,0.83,127.0,1.0,2586.57,1581.49,1005.08,754.64,0.611
6810,283,26.1,24.25,0.01846,0.86,99.0,1.0,2583.83,1535.51,1048.31,786.15,0.594
6811,283,26.0,24.56,0.01899,0.89,14.0,0.5,1660.09,899.67,760.42,592.91,0.542
6812,283,25.6,24.31,0.01872,0.9,0.0,0.05,840.88,399.03,441.84,364.15,0.475
6813,283,25.6,24.31,0.01872,0.9,0.0,0.05,840.65,398.8,441.84,364.15,0.474
6814,283,25.6,24.31,0.01871,0.9,0.0,0.05,839.49,398.61,440.88,363.39,0.475
6815,283,25.6,24.17,0.01849,0.89,0.0,0.05,828.51,398.44,430.07,354.87,0.481
6816,284,25.5,24.21,0.01859,0.9,0.0,0.05,830.13,395.01,435.12,357.25,0.476
6817,284,25.5,24.34,0.0188,0.91,0.0,0.05,840.69,394.82,445.87,365.72,0.47
6818,284,25.4,24.5,0.01913,0.93,0.0,0.05,853.81,391.38,462.44,377.18,0.458
6819,284,25.3,24.41,0.01902,0.93,0.0,0.05,844.42,387.89,456.53,370.92,0.459
6820,284,25.1,24.34,0.01899,0.94,0.0,0.05,836.43,381.09,455.34,366.78,0.456
6821,284,25.0,24.24,0.01888,0.94,0.0,0.05,826.94,377.48,449.46,360.55,0.456
6822,284,25.0,24.24,0.01888,0.94,0.0,0.05,826.6,377.13,449.46,360.55,0.456
6823,284,25.2,24.31,0.0189,0.93,1.0,0.05,835.34,384.68,450.66,364.7,0.461
6824,284,25.5,24.6,0.01923,0.93,50.0,0.525,1743.53,948.2,795.33,607.33,0.544
6825,284,27.0,24.97,0.0192,0.85,212.0,1.0,2845.13,1724.44,1120.69,881.89,0.606
6826,284,28.5,25.38,0.01924,0.78,387.0,1.0,3151.25,2027.32,1123.94,936.99,0.643
6827,284,30.0,25.83,0.01935,0.72,532.0,1.0,3427.33,2292.51,1134.83,998.9,0.669
6828,284,31.0,26.41,0.01996,0.7,632.0,1.0,3668.96,2474.86,1194.09,1086.45,0.675
6829,284,28.0,25.06,0.01893,0.79,680.0,1.0,3478.93,2384.39,1094.54,893.42,0.685
6830,284,30.3,25.61,0.01889,0.69,671.0,1.0,3582.13,2492.06,1090.07,969.5,0.696
6831,284,29.9,25.74,0.01929,0.72,606.0,1.0,3519.38,2389.93,1129.45,990.63,0.679
6832,284,29.4,25.91,0.01982,0.76,489.0,1.0,3396.38,2215.43,1180.95,1019.06,0.652
6833,284,29.0,25.99,0.02015,0.79,332.0,1.0,3206.51,1994.29,1212.22,1032.97,0.622
6834,284,28.0,25.35,0.01947,0.81,155.0,1.0,2862.62,1716.16,1146.47,939.64,0.6
6835,284,27.1,24.79,0.01889,0.83,16.0,0.5,1711.99,958.6,753.39,614.32,0.56
6836,284,26.1,24.25,0.01842,0.86,0.0,0.05,851.73,425.18,426.54,360.09,0.499
6837,284,25.9,24.06,0.0182,0.86,0.0,0.05,832.66,417.38,415.28,348.01,0.501
6838,284,25.8,24.1,0.01829,0.87,0.0,0.05,832.59,412.91,419.68,349.88,0.496
6839,284,25.6,24.04,0.01828,0.88,0.0,0.05,824.52,405.25,419.27,346.36,0.491
6840,285,25.4,24.11,0.01848,0.9,0.0,0.05,827.01,397.62,429.39,351.13,0.481
6841,285,25.2,24.18,0.01867,0.92,0.0,0.05,829.13,390.0,439.13,355.61,0.47
6842,285,25.0,24.24,0.01888,0.94,0.0,0.05,831.87,382.41,449.46,360.55,0.46
6843,285,25.0,24.24,0.01888,0.94,0.0,0.05,830.86,381.39,449.46,360.55,0.459
6844,285,25.1,24.21,0.01878,0.93,0.0,0.05,828.62,383.8,444.82,358.49,0.463
6845,285,25.2,24.18,0.01869,0.92,0.0,0.05,826.47,386.38,440.09,356.36,0.468
6846,285,25.4,24.24,0.01869,0.91,0.0,0.05,832.47,392.4,440.07,359.55,0.471
6847,285,25.5,24.21,0.01859,0.9,1.0,0.05,831.74,396.62,435.12,357.25,0.477
6848,285,25.6,24.17,0.01849,0.89,50.0,0.525,1695.18,954.43,740.76,563.2,0.563
6849,285,27.3,24.69,0.01859,0.81,213.0,1.0,2803.9,1743.0,1060.9,839.12,0.622
6850,285,29.0,25.23,0.01875,0.74,387.0,1.0,3131.9,2054.86,1077.04,912.66,0.656
6851,285,30.3,26.11,0.0197,0.72,532.0,1.0,3478.34,2309.8,1168.53,1039.34,0.664
6852,285,29.3,25.35,0.01883,0.73,529.0,1.0,3340.85,2256.77,1084.08,929.37,0.676
6853,285,28.3,24.58,0.018,0.74,430.0,1.0,3083.79,2079.65,1004.14,823.41,0.674
6854,285,27.3,23.81,0.01721,0.75,255.0,1.0,2730.95,1804.23,926.73,719.71,0.661
6855,285,27.8,24.57,0.01824,0.77,383.0,1.0,3021.1,1994.15,1026.94,826.3,0.66
6856,285,28.2,25.24,0.01918,0.79,409.0,1.0,3167.09,2048.4,1118.69,921.88,0.647
6857,285,28.7,25.86,0.02005,0.8,331.0,1.0,3177.16,1974.63,1202.53,1013.91,0.622
6858,285,27.8,25.45,0.01973,0.83,154.0,1.0,2873.33,1701.86,1171.47,954.93,0.592
6859,285,27.0,25.25,0.01971,0.87,16.0,0.5,1764.9,951.98,812.92,662.6,0.539
6860,285,26.1,24.79,0.01932,0.9,0.0,0.05,895.16,423.01,472.15,396.04,0.473
6861,285,25.9,24.73,0.01929,0.91,0.0,0.05,885.86,415.5,470.36,391.43,0.469
6862,285,25.7,24.54,0.01904,0.91,0.0,0.05,865.55,408.0,457.55,378.13,0.471
6863,285,25.5,24.34,0.0188,0.91,0.0,0.05,846.37,400.5,445.87,365.72,0.473
6864,286,25.5,24.34,0.0188,0.91,0.0,0.05,845.43,399.57,445.87,365.72,0.473
6865,286,25.5,24.47,0.01904,0.92,0.0,0.05,856.36,398.76,457.6,374.97,0.466
6866,286,25.5,24.47,0.01904,0.92,0.0,0.05,855.66,398.06,457.6,374.97,0.465
6867,286,25.2,24.31,0.01892,0.93,0.0,0.05,839.25,387.61,451.64,365.46,0.462
6868,286,25.0,24.24,0.01889,0.94,0.0,0.05,830.78,380.34,450.44,361.32,0.458
6869,286,25.0,24.24,0.01889,0.94,0.0,0.05,830.05,379.61,450.44,361.32,0.457
6870,286,25.9,24.46,0.01887,0.89,0.0,0.05,857.78,408.5,449.28,374.81,0.476
6871,286,26.8,24.5,0.01855,0.83,1.0,0.05,872.37,439.32,433.05,376.43,0.504
6872,286,27.7,24.63,0.01835,0.78,71.0,0.05,982.32,559.2,423.12,383.01,0.569
6873,286,28.7,24.95,0.01846,0.74,280.0,0.15,1464.55,970.84,493.71,453.07,0.663
6874,286,29.6,25.14,0.01839,0.7,459.0,0.15,1723.28,1233.28,490.0,466.26,0.716
6875,286,30.5,25.12,0.01795,0.65,533.0,0.15,1827.13,1361.39,465.74,462.87,0.745
6876,286,31.0,25.21,0.01792,0.63,240.0,0.15,1469.15,1005.14,464.01,470.47,0.684
6877,286,30.9,24.77,0.01724,0.61,259.0,0.15,1454.22,1028.23,425.98,437.98,0.707
6878,286,30.1,24.24,0.01674,0.62,255.0,0.15,1395.49,997.11,398.38,401.31,0.715
6879,286,30.1,24.59,0.01731,0.64,230.0,0.15,1396.25,966.14,430.11,426.92,0.692
6880,286,30.1,25.09,0.01815,0.67,185.0,0.05,1209.58,796.9,412.68,413.2,0.659
6881,286,30.1,25.43,0.01872,0.69,170.0,0.05,1220.3,778.48,441.82,436.17,0.638
6882,286,29.1,25.32,0.01896,0.74,69.0,0.05,1070.73,616.82,453.91,429.69,0.576
6883,286,28.0,25.05,0.01897,0.79,6.0,0.05,954.32,499.91,454.41,412.48,0.524
6884,286,28.0,25.06,0.01895,0.79,0.0,0.05,944.95,491.52,453.43,411.7,0.52
6885,286,27.7,25.07,0.0191,0.81,0.0,0.05,941.92,481.08,460.85,412.75,0.511
6886,286,27.5,25.31,0.01957,0.84,0.0,0.05,958.5,473.81,484.69,428.34,0.494
6887,286,27.2,25.31,0.01969,0.86,0.0,0.05,954.01,463.23,490.77,428.33,0.486
6888,287,27.0,25.53,0.02016,0.89,0.0,0.05,970.04,455.85,514.19,443.58,0.47
6889,287,26.7,25.38,0.02002,0.9,0.0,0.05,952.59,445.18,507.41,433.44,0.467
6890,287,26.5,25.32,0.02001,0.91,0.0,0.05,944.35,437.71,506.65,429.64,0.463
6891,287,26.2,25.29,0.02011,0.93,0.0,0.05,938.86,426.95,511.9,428.97,0.455
6892,287,26.0,25.22,0.02009,0.94,0.0,0.05,930.14,419.42,510.71,424.84,0.451
6893,287,25.5,24.73,0.01948,0.94,0.0,0.05,882.21,402.05,480.16,392.75,0.456
6894,287,25.0,24.24,0.01888,0.94,0.0,0.05,833.97,384.5,449.46,360.55,0.461
6895,287,25.0,24.24,0.01888,0.94,1.0,0.05,833.95,384.49,449.46,360.55,0.461
6896,287,25.0,24.24,0.01888,0.94,67.0,0.05,917.48,468.02,449.46,360.55,0.51
6897,287,25.3,24.28,0.01879,0.92,241.0,0.15,1314.83,803.05,511.78,406.49,0.611
6898,287,25.7,24.4,0.01882,0.9,324.0,0.15,1436.47,922.77,513.69,415.23,0.642
6899,287,26.0,24.43,0.01873,0.88,202.0,0.15,1285.06,776.4,508.66,416.56,0.604
6900,287,27.5,24.44,0.01812,0.78,324.0,0.15,1459.64,984.98,474.66,416.1,0.675
6901,287,29.0,24.59,0.01775,0.7,430.0,0.15,1628.28,1173.99,454.29,426.65,0.721
6902,287,29.2,24.61,0.01771,0.69,496.0,0.15,1719.73,1267.28,452.45,428.76,0.737
6903,287,29.5,24.72,0.01776,0.68,506.0,0.15,1747.31,1292.12,455.2,436.37,0.739
6904,287,29.7,24.73,0.01772,0.67,450.0,0.05,1508.36,1117.12,391.25,389.91,0.741
6905,287,30.0,25.0,0.01806,0.67,330.0,0.05,1382.7,974.49,408.21,408.08,0.705
6906,287,29.5,25.05,0.01832,0.7,153.0,0.05,1153.97,732.5,421.47,410.53,0.635
6907,287,28.9,24.98,0.01846,0.73,16.0,0.05,966.46,538.03,428.44,406.41,0.557
6908,287,28.4,25.13,0.01891,0.77,0.0,0.05,952.65,501.54,451.11,416.28,0.526
6909,287,27.9,25.11,0.01907,0.8,0.0,0.05,944.33,485.21,459.12,414.59,0.514
6910,287,27.3,24.98,0.0191,0.83,0.0,0.05,926.11,465.27,460.84,406.33,0.502
6911,287,26.8,24.92,0.0192,0.86,0.0,0.05,914.25,448.28,465.98,402.38,0.49
6912,288,26.3,24.85,0.0193,0.89,0.0,0.05,901.86,431.05,470.81,398.18,0.478
6913,288,25.8,24.63,0.01915,0.91,0.0,0.05,877.07,413.63,463.44,384.38,0.472
6914,288,25.3,24.54,0.01921,0.94,0.0,0.05,862.22,396.03,466.19,378.53,0.459
6915,288,24.9,24.27,0.01895,0.95,0.0,0.05,834.6,381.57,453.03,361.76,0.457
6916,288,24.4,24.03,0.01877,0.97,0.0,0.05,807.9,363.75,444.15,346.75,0.45
6917,288,23.7,23.46,0.01817,0.98,0.0,0.05,757.7,344.06,413.64,316.3,0.454
6918,288,23.4,23.16,0.01781,0.98,0.0,0.05,733.08,337.26,395.81,302.25,0.46
6919,288,23.3,23.06,0.01768,0.98,0.0,0.05,723.22,333.88,389.34,297.15,0.462
6920,288,23.2,22.96,0.01758,0.98,20.0,0.525,1506.27,833.19,673.08,464.67,0.553
6921,288,23.8,23.31,0.01786,0.96,81.0,1.0,2386.91,1396.99,989.92,661.09,0.585
6922,288,24.4,23.52,0.01792,0.93,147.0,1.0,2500.61,1504.82,995.79,680.23,0.602
6923,288,25.0,23.85,0.01818,0.91,202.0,1.0,2627.26,1605.99,1021.28,723.8,0.611
6924,288,25.3,24.01,0.01833,0.9,240.0,1.0,2705.82,1670.29,1035.53,746.93,0.617
6925,288,25.7,24.14,0.01837,0.88,258.0,1.0,2753.99,1714.27,1039.71,764.58,0.622
6926,288,26.0,24.29,0.01849,0.87,254.0,1.0,2776.51,1725.09,1051.42,785.44,0.621
6927,288,26.4,24.4,0.01852,0.85,229.0,1.0,2768.22,1714.26,1053.96,801.62,0.619
6928,288,26.7,24.55,0.01865,0.84,185.0,1.0,2740.74,1674.06,1066.68,823.38,0.611
6929,288,27.1,24.64,0.01864,0.82,125.0,1.0,2684.17,1618.58,1065.59,836.34,0.603
6930,288,26.5,24.5,0.01865,0.85,96.0,1.0,2618.18,1551.4,1066.78,816.51,0.593
6931,288,26.0,24.56,0.01897,0.89,13.0,0.5,1656.86,897.85,759.01,591.71,0.542
6932,288,26.0,24.15,0.01831,0.86,0.0,0.05,832.59,411.69,420.9,354.04,0.494
6933,288,25.8,24.23,0.0185,0.88,0.0,0.05,835.83,405.22,430.61,358.5,0.485
6934,288,25.5,24.21,0.01859,0.9,0.0,0.05,830.44,395.32,435.12,357.25,0.476
6935,288,25.3,24.41,0.01898,0.93,0.0,0.05,843.1,388.53,454.58,369.38,0.461
6936,289,25.2,24.44,0.01907,0.94,0.0,0.05,844.19,384.92,459.27,371.48,0.456
6937,289,25.1,24.47,0.01916,0.95,0.0,0.05,845.17,381.3,463.87,373.51,0.451
6938,289,25.0,24.5,0.01927,0.96,0.0,0.05,847.04,377.66,469.38,376.24,0.446
6939,289,24.9,24.4,0.01915,0.96,0.0,0.05,837.42,374.01,463.41,369.94,0.447
6940,289,24.7,24.07,0.01871,0.95,0.0,0.05,808.4,367.06,441.33,349.34,0.454
6941,289,24.6,23.97,0.01862,0.95,0.0,0.05,799.82,363.32,436.49,343.92,0.454
6942,289,25.0,24.11,0.01865,0.93,0.0,0.05,814.05,375.99,438.06,351.56,0.462
6943,289,25.4,24.24,0.01869,0.91,1.0,0.05,830.32,390.25,440.07,359.55,0.47
6944,289,25.8,24.37,0.0187,0.89,52.0,0.525,1718.84,962.7,756.14,581.44,0.56
6945,289,28.0,25.79,0.02013,0.84,264.0,1.0,3053.13,1842.3,1210.83,996.92,0.603
6946,289,29.0,25.69,0.01952,0.77,531.0,1.0,3389.42,2238.07,1151.35,978.8,0.66
6947,289,30.0,25.51,0.01878,0.7,770.0,1.0,3677.44,2598.31,1079.13,949.33,0.707
6948,289,30.5,25.63,0.01879,0.68,929.0,1.0,3910.88,2830.48,1080.41,967.87,0.724
6949,289,31.0,25.74,0.01878,0.66,1009.0,1.0,4041.15,2961.29,1079.86,984.78,0.733
6950,289,31.5,25.66,0.01846,0.63,1002.0,1.0,4028.54,2980.5,1048.05,973.87,0.74
6951,289,31.2,25.74,0.01873,0.65,871.0,1.0,3873.8,2799.35,1074.45,986.93,0.723
6952,289,30.8,25.72,0.01889,0.67,636.0,1.0,3569.56,2479.13,1090.43,987.23,0.695
6953,289,30.5,25.79,0.01915,0.69,328.0,1.0,3185.62,2069.94,1115.69,999.27,0.65
6954,289,29.6,25.62,0.01922,0.73,151.0,1.0,2920.18,1797.44,1122.74,974.22,0.616
6955,289,28.8,25.5,0.01935,0.77,16.0,0.5,1820.33,1033.83,786.5,684.91,0.568
6956,289,27.9,25.4,0.01956,0.82,0.0,0.05,972.98,489.03,483.95,434.16,0.503
6957,289,27.3,25.4,0.01979,0.86,0.0,0.05,964.36,468.58,495.79,433.88,0.486
6958,289,26.6,25.28,0.01988,0.9,0.0,0.05,944.83,444.57,500.26,426.2,0.471
6959,289,26.0,25.22,0.02003,0.94,0.0,0.05,931.16,423.56,507.61,422.39,0.455
6960,290,25.9,25.13,0.0199,0.94,0.0,0.05,920.2,418.75,501.45,415.93,0.455
6961,290,25.9,25.13,0.0199,0.94,0.0,0.05,918.81,417.37,501.45,415.93,0.454
6962,290,25.8,25.03,0.0198,0.94,0.0,0.05,909.24,412.89,496.34,410.31,0.454
6963,290,25.5,24.73,0.01944,0.94,0.0,0.05,880.1,401.96,478.15,391.16,0.457
6964,290,25.3,24.66,0.01942,0.95,0.0,0.05,871.09,394.26,476.83,386.92,0.453
6965,290,25.0,24.5,0.01929,0.96,0.0,0.05,853.69,383.32,470.37,377.03,0.449
6966,290,25.2,24.57,0.0193,0.95,0.0,0.05,859.57,388.74,470.83,380.59,0.452
6967,290,25.5,24.86,0.01966,0.95,1.0,0.05,887.93,399.0,488.92,399.66,0.449
6968,290,25.7,24.93,0.01968,0.94,68.0,0.525,1812.57,983.8,828.77,641.01,0.543
6969,290,27.3,25.4,0.01977,0.86,281.0,1.0,3008.08,1832.07,1176.01,941.57,0.609
6970,290,28.9,25.9,0.01994,0.79,507.0,1.0,3397.81,2205.21,1192.6,1012.03,0.649
6971,290,30.5,26.45,0.02022,0.73,696.0,1.0,3750.9,2531.8,1219.1,1091.3,0.675
6972,290,31.2,25.57,0.01841,0.64,804.0,1.0,3752.61,2708.83,1043.78,959.63,0.722
6973,290,32.0,24.81,0.01684,0.56,837.0,1.0,3685.32,2794.92,890.4,850.97,0.758
6974,290,32.0,25.37,0.01776,0.59,791.0,1.0,3719.15,2738.56,980.59,931.24,0.736
6975,290,29.0,25.38,0.01905,0.75,679.0,1.0,3548.59,2442.37,1106.21,938.62,0.688
6976,290,26.0,25.22,0.02007,0.94,517.0,1.0,3284.59,2079.87,1204.72,921.87,0.633
6977,290,26.0,24.69,0.01921,0.9,327.0,1.0,2955.42,1834.38,1121.04,847.4,0.621
6978,290,25.9,24.73,0.01931,0.91,150.0,1.0,2731.59,1600.65,1130.94,852.73,0.586
6979,290,25.7,24.8,0.01949,0.93,15.0,0.5,1693.7,896.99,796.71,616.39,0.53
6980,290,25.6,24.83,0.01958,0.94,0.0,0.05,891.43,406.24,485.19,398.31,0.456
6981,290,25.5,24.73,0.01944,0.94,0.0,0.05,879.9,401.75,478.15,391.16,0.457
6982,290,25.5,24.73,0.01942,0.94,0.0,0.05,877.79,400.65,477.15,390.37,0.456
6983,290,25.4,24.63,0.01931,0.94,0.0,0.05,867.57,396.41,471.15,384.05,0.457
6984,291,25.4,24.63,0.01931,0.94,0.0,0.05,866.68,395.52,471.15,384.05,0.456
6985,291,25.4,24.76,0.01954,0.95,0.0,0.05,877.62,394.76,482.86,393.27,0.45
6986,291,25.3,24.79,0.01963,0.96,0.0,0.05,878.29,390.81,487.47,395.31,0.445
6987,291,25.3,24.79,0.01963,0.96,0.0,0.05,877.65,390.18,487.47,395.31,0.445
6988,291,25.3,24.92,0.01986,0.97,0.0,0.05,888.78,389.63,499.15,404.52,0.438
6989,291,25.3,25.05,0.02007,0.98,0.0,0.05,898.98,389.16,509.82,412.93,0.433
6990,291,25.4,25.02,0.01998,0.97,0.0,0.05,897.35,392.03,505.32,410.98,0.437
6991,291,25.5,24.99,0.01987,0.96,1.0,0.05,896.0,396.3,499.7,408.15,0.442
6992,291,25.6,24.96,0.01978,0.95,52.0,0.525,1792.47,956.71,835.76,644.45,0.534
6993,291,26.6,25.28,0.01986,0.9,215.0,1.0,2893.81,1709.2,1184.61,924.86,0.591
6994,291,27.5,25.6,0.02001,0.86,388.0,1.0,3177.48,1978.09,1199.39,969.34,0.623
6995,291,28.5,25.97,0.02024,0.82,531.0,1.0,3435.11,2214.14,1220.96,1023.35,0.645
6996,291,29.0,25.84,0.01982,0.78,630.0,1.0,3549.15,2368.44,1180.71,1004.93,0.667
6997,291,29.6,25.94,0.01973,0.75,676.0,1.0,3631.67,2460.02,1171.65,1017.75,0.677
6998,291,30.1,25.76,0.01922,0.71,666.0,1.0,3597.48,2474.76,1122.72,991.6,0.688
6999,291,29.5,25.53,0.01909,0.73,600.0,1.0,3470.74,2360.98,1109.77,959.19,0.68
7000,291,29.0,25.38,0.01905,0.75,483.0,1.0,3292.53,2186.31,1106.21,938.62,0.664
7001,291,28.4,25.13,0.01889,0.77,326.0,1.0,3044.78,1954.7,1090.08,903.38,0.642
7002,291,27.9,24.96,0.01882,0.79,150.0,1.0,2786.92,1703.41,1083.5,880.13,0.611
7003,291,27.3,24.69,0.01863,0.81,15.0,0.5,1698.81,964.59,734.23,602.96,0.568
7004,291,26.8,24.5,0.01853,0.83,0.0,0.05,879.44,447.34,432.1,375.68,0.509
7005,291,26.3,24.3,0.01842,0.85,0.0,0.05,856.91,430.25,426.66,363.39,0.502
7006,291,25.9,24.19,0.01842,0.87,0.0,0.05,842.49,416.21,426.28,356.68,0.494
7007,291,25.4,23.98,0.01827,0.89,0.0,0.05,817.49,398.77,418.72,342.72,0.488
7008,292,25.3,23.88,0.01816,0.89,0.0,0.05,807.38,394.28,413.09,336.68,0.488
7009,292,25.2,23.92,0.01827,0.9,0.0,0.05,808.87,389.9,418.97,339.72,0.482
7010,292,25.1,23.95,0.01837,0.91,0.0,0.05,809.42,385.6,423.83,341.94,0.476
7011,292,25.1,24.08,0.01858,0.92,0.0,0.05,818.98,384.66,434.32,350.21,0.47
7012,292,25.0,24.11,0.01867,0.93,0.0,0.05,819.58,380.56,439.02,352.32,0.464
7013,292,25.0,24.37,0.01908,0.95,0.0,0.05,839.71,379.8,459.91,368.79,0.452
7014,292,25.4,24.63,0.01934,0.94,0.0,0.05,865.4,392.26,473.15,385.62,0.453
7015,292,25.8,25.03,0.0198,0.94,1.0,0.05,902.68,406.34,496.34,410.31,0.45
7016,292,26.2,25.42,0.02029,0.94,76.0,0.525,1887.05,1013.18,873.87,692.29,0.537
7017,292,28.1,26.17,0.02075,0.86,310.0,1.0,3180.24,1909.15,1271.09,1054.04,0.6
7018,292,30.0,26.94,0.02129,0.79,560.0,1.0,3653.24,2329.25,1323.99,1167.25,0.638
7019,292,30.6,26.54,0.02034,0.73,768.0,1.0,3860.13,2629.39,1230.75,1105.15,0.681
7020,292,30.9,26.49,0.02013,0.71,890.0,1.0,4014.93,2803.78,1211.15,1098.15,0.698
7021,292,31.1,26.5,0.0201,0.7,925.0,1.0,4068.82,2861.28,1207.54,1101.91,0.703
7022,292,31.4,26.44,0.01987,0.68,871.0,1.0,3995.24,2809.59,1185.66,1092.87,0.703
7023,292,30.9,26.32,0.01988,0.7,737.0,1.0,3800.55,2613.9,1186.65,1076.35,0.688
7024,292,30.5,26.12,0.01973,0.71,545.0,1.0,3519.77,2348.39,1171.37,1048.83,0.667
7025,292,30.0,25.83,0.01943,0.72,325.0,1.0,3183.9,2041.37,1142.53,1005.76,0.641
7026,292,27.0,25.53,0.02016,0.89,149.0,1.0,2874.73,1661.33,1213.4,964.41,0.578
7027,292,24.0,24.0,0.01892,1.0,15.0,0.5,1586.43,831.26,755.17,538.61,0.524
7028,292,24.5,23.88,0.01849,0.95,0.0,0.05,803.33,373.57,429.76,337.02,0.465
7029,292,24.5,23.75,0.01829,0.94,0.0,0.05,790.87,371.22,419.65,329.04,0.469
7030,292,24.6,23.72,0.0182,0.93,0.0,0.05,787.64,372.46,415.18,327.12,0.473
7031,292,24.6,23.59,0.018,0.92,0.0,0.05,775.78,370.76,405.02,319.11,0.478
7032,293,24.5,23.62,0.01808,0.93,0.0,0.05,775.56,366.02,409.54,321.08,0.472
7033,293,24.5,23.75,0.0183,0.94,0.0,0.05,785.28,364.69,420.59,329.79,0.464
7034,293,24.4,23.78,0.01839,0.95,0.0,0.05,785.23,360.26,424.98,331.64,0.459
7035,293,24.4,23.78,0.01839,0.95,0.0,0.05,784.18,359.2,424.98,331.64,0.458
7036,293,24.4,23.9,0.01859,0.96,0.0,0.05,793.33,358.29,435.04,339.58,0.452
7037,293,24.4,23.9,0.01859,0.96,0.0,0.05,792.55,357.5,435.04,339.58,0.451
7038,293,24.7,24.07,0.01871,0.95,0.0,0.05,808.0,366.66,441.33,349.34,0.454
7039,293,24.9,24.14,0.01874,0.94,1.0,0.05,816.76,374.1,442.66,353.58,0.458
7040,293,25.2,24.31,0.01888,0.93,79.0,0.05,933.46,483.77,449.69,363.93,0.518
7041,293,26.9,25.02,0.01932,0.86,322.0,0.15,1498.72,957.37,541.35,459.13,0.639
7042,293,28.5,25.68,0.01973,0.8,581.0,0.15,1910.18,1346.3,563.88,506.1,0.705
7043,293,30.2,26.34,0.02014,0.74,795.0,0.15,2268.73,1681.84,586.89,555.25,0.741
7044,293,31.0,26.08,0.01937,0.68,926.0,0.15,2424.61,1880.41,544.2,535.18,0.776
7045,293,31.7,25.83,0.01867,0.63,956.0,0.15,2451.65,1946.07,505.58,516.61,0.794
7046,293,32.5,25.62,0.01799,0.58,872.0,0.15,2336.53,1869.04,467.49,500.26,0.8
7047,293,31.5,25.65,0.01848,0.63,847.0,0.15,2299.77,1805.18,494.59,504.14,0.785
7048,293,30.6,25.71,0.01898,0.68,708.0,0.05,1938.72,1484.09,454.63,454.28,0.765
7049,293,29.6,25.62,0.01924,0.73,486.0,0.05,1635.75,1167.66,468.09,448.88,0.714
7050,293,29.0,25.54,0.01934,0.76,214.0,0.05,1272.18,799.44,472.74,442.94,0.628
7051,293,28.4,25.58,0.01967,0.8,20.0,0.05,1020.34,530.85,489.49,446.53,0.52
7052,293,27.8,25.45,0.01969,0.83,0.0,0.05,975.46,485.08,490.37,437.62,0.497
7053,293,27.1,25.21,0.01957,0.86,0.0,0.05,946.15,461.38,484.77,422.0,0.488
7054,293,26.4,24.81,0.01919,0.88,0.0,0.05,902.73,437.34,465.4,395.52,0.484
7055,293,25.7,24.4,0.01882,0.9,0.0,0.05,859.67,413.0,446.67,369.55,0.48
7056,294,25.6,24.44,0.01892,0.91,0.0,0.05,859.8,408.11,451.69,371.91,0.475
7057,294,25.6,24.7,0.01935,0.93,0.0,0.05,879.99,406.65,473.34,388.98,0.462
7058,294,25.5,24.73,0.01946,0.94,0.0,0.05,881.26,402.11,479.15,391.95,0.456
7059,294,25.4,24.76,0.01956,0.95,0.0,0.05,881.54,397.67,483.87,394.07,0.451
7060,294,25.2,24.69,0.01953,0.96,0.0,0.05,872.47,390.05,482.41,389.72,0.447
